dataset_id,data,loja,produto,categoria,preco,promocao,estoque,quantidade_vendida,temperatura_prevista,receita_final
VAREJO_05,2024-11-11,LOJA_03,PROD_05,higiene,25.08,1,120,60,32.1,1504.8
VAREJO_05,2024-02-12,LOJA_01,PROD_03,,6.03,0,106,26,30.5,156.78
VAREJO_05,2024-06-11,LOJA_03,PROD_01,alimentos,,0,160,25,17.1,317.25
VAREJO_05,2024-12-20,LOJA_04,PROD_05,higiene,28.0,0,94,53,,1484.0
VAREJO_05,2024-09-09,LOJA_02,PROD_02,alimentos,17.9,0,142,43,21.7,769.7
VAREJO_05,2024-07-23,LOJA_03,PROD_03,bebidas,6.56,,149,33,17.9,216.48
VAREJO_05,2024-04-20,LOJA_01,PROD_09,utilidades,22.01,0,177,30,18.0,660.3
VAREJO_05,2024-10-23,LOJA_02,PROD_05,higiene,23.57,1,132,53,27.8,1249.21
VAREJO_05,2024-12-20,LOJA_01,PROD_09,utilidades,22.01,0,133,39,29.2,858.39
VAREJO_05,2024-01-25,LOJA_01,PROD_08,limpeza,54.48,,137,31,32.1,1688.88
VAREJO_05,2024-04-01,LOJA_02,PROD_03,bebidas,5.95,1,,35,22.7,208.25
VAREJO_05,2024-01-21,LOJA_02,PROD_05,,27.73,0,126,47,30.8,1303.31
VAREJO_05,2024-07-16,LOJA_04,PROD_06,higiene,34.14,0,175,50,17.3,1707.0
VAREJO_05,2024-10-20,LOJA_04,PROD_05,higiene,27.2,0,,60,26.5,1632.0
VAREJO_05,2024-12-06,LOJA_02,PROD_08,limpeza,47.87,1,149,58,33.0,2776.46
VAREJO_05,2024-11-08,LOJA_01,PROD_09,utilidades,18.15,1,,53,26.7,961.95
VAREJO_05,2024-04-06,LOJA_01,PROD_01,alimentos,10.16,1,121,52,24.0,528.32
VAREJO_05,2024-06-24,LOJA_03,PROD_01,alimentos,10.27,1,93,40,19.5,410.8
VAREJO_05,2024-12-30,LOJA_03,PROD_01,alimentos,13.11,0,110,49,29.3,642.39
VAREJO_05,2024-12-17,LOJA_02,PROD_10,utilidades,28.86,,102,44,29.1,1269.84
VAREJO_05,2024-01-02,LOJA_02,PROD_08,limpeza,56.02,0,121,41,28.9,
VAREJO_05,2024-04-25,LOJA_04,PROD_01,alimentos,10.07,1,113,56,19.9,563.92
VAREJO_05,2024-10-01,LOJA_01,PROD_01,alimentos,11.39,0,110,41,,466.99
VAREJO_05,2024-01-01,LOJA_04,PROD_04,bebidas,11.69,0,107,57,29.7,666.33
VAREJO_05,2024-04-26,LOJA_04,PROD_05,higiene,26.9,0,123,36,17.9,968.4
VAREJO_05,2024-01-20,LOJA_04,PROD_01,alimentos,12.22,0,177,59,30.3,720.98
VAREJO_05,2024-11-15,LOJA_03,PROD_02,alimentos,17.64,0,163,52,29.0,917.28
VAREJO_05,2024-01-24,LOJA_01,PROD_04,bebidas,11.45,0,121,39,30.3,446.55
VAREJO_05,2024-08-07,LOJA_01,PROD_07,limpeza,40.7,0,131,29,22.4,1180.3
VAREJO_05,2024-10-18,LOJA_03,PROD_03,bebidas,5.8,0,158,46,27.5,
VAREJO_05,2024-04-22,LOJA_02,PROD_07,limpeza,41.94,0,123,24,21.3,1006.56
VAREJO_05,2024-07-19,LOJA_02,PROD_10,utilidades,25.04,1,171,56,19.8,1402.24
VAREJO_05,2024-06-24,LOJA_01,PROD_09,utilidades,18.53,1,97,44,16.9,815.32
VAREJO_05,2024-01-08,LOJA_04,PROD_08,limpeza,55.74,0,109,57,29.4,3177.18
VAREJO_05,2024-12-06,LOJA_02,PROD_02,alimentos,18.21,0,114,48,31.1,
VAREJO_05,2024-11-25,LOJA_02,PROD_05,higiene,28.18,0,168,39,,1099.02
VAREJO_05,2024-12-16,LOJA_03,PROD_10,utilidades,29.46,0,94,50,29.8,1473.0
VAREJO_05,2024-12-30,LOJA_02,PROD_02,alimentos,18.15,0,131,51,33.2,925.65
VAREJO_05,2024-10-22,LOJA_04,PROD_06,,30.42,1,111,72,26.3,2190.24
VAREJO_05,2024-06-13,LOJA_01,PROD_01,,11.56,0,144,16,17.6,184.96
VAREJO_05,2024-10-07,LOJA_01,PROD_09,utilidades,21.95,0,98,36,22.8,790.2
VAREJO_05,2024-11-25,LOJA_04,PROD_06,higiene,34.49,nao,161,67,28.0,2310.83
VAREJO_05,24/11/2024,LOJA_01,PROD_02,alimentos,17.63,0,173,52,30.1,916.76
VAREJO_05,2024-12-01,LOJA_04,PROD_08,limpeza,,0,,55,27.5,2963.95
VAREJO_05,2024-05-12,LOJA_04,PROD_06,higiene,"35,55",0,121,55,21.5,1955.25
VAREJO_05,2024-11-25,LOJA_04,PROD_02,alimentos,17.93,0,164,63,31.7,1129.59
VAREJO_05,2024-04-30,LOJA_04,PROD_01,alimentos,11.13,0,142,31,21.4,345.03
VAREJO_05,2024-06-26,LOJA_04,PROD_08,limpeza,46.79,1,105,54,17.3,2526.66
VAREJO_05,2024-12-05,LOJA_01,PROD_06,higiene,35.58,0,177,40,26.9,1423.2
VAREJO_05,2024-01-16,LOJA_03,PROD_09,utilidades,18.86,1,153,53,,999.58
VAREJO_05,2024-04-15,LOJA_01,PROD_09,utilidades,22.14,0,94,16,22.1,354.24
VAREJO_05,2024-02-15,LOJA_01,PROD_09,utilidades,23.32,0,101,34,24.6,792.88
VAREJO_05,2024-04-04,LOJA_03,PROD_09,utilidades,22.42,0,94,39,22.6,874.38
VAREJO_05,2024-05-09,LOJA_04,PROD_01,alimentos,11.91,0,158,32,19.8,
VAREJO_05,2024-04-22,LOJA_01,PROD_06,higiene,35.17,0,170,34,20.7,1195.78
VAREJO_05,2024-03-09,LOJA_01,PROD_09,utilidades,22.44,0,128,40,27.0,897.6
VAREJO_05,2024-02-01,LOJA_01,PROD_03,bebidas,6.27,0,100,34,27.3,213.18
VAREJO_05,2024-04-16,LOJA_01,PROD_09,utilidades,22.5,0,159,24,22.4,
VAREJO_05,2024-08-23,LOJA_02,PROD_01,alimentos,12.73,0,103,38,19.4,483.74
VAREJO_05,2024-09-05,LOJA_01,PROD_06,higiene,35.29,0,107,35,23.7,1235.15
VAREJO_05,2024-06-04,LOJA_03,PROD_08,limpeza,56.38,0,174,31,17.7,1747.78
VAREJO_05,2024-02-27,LOJA_04,PROD_06,higiene,35.83,0,179,47,30.8,1684.01
VAREJO_05,2024-11-15,LOJA_03,PROD_06,higiene,35.77,0,172,52,27.5,1860.04
VAREJO_05,2024-11-14,LOJA_03,PROD_06,higiene,35.32,0,154,55,,1942.6
VAREJO_05,2024-07-11,LOJA_03,PROD_02, ALIMENTOS ,18.5,0,179,38,17.2,703.0
VAREJO_05,2024-09-07,LOJA_02,PROD_02,alimentos,18.64,0,,47,19.9,876.08
VAREJO_05,2024-05-16,LOJA_03,PROD_06,higiene,35.35,0,102,34,18.3,1201.9
VAREJO_05,2024-09-11,LOJA_04,PROD_03,bebidas,7.25,0,174,46,24.2,333.5
VAREJO_05,2024-06-14,LOJA_03,PROD_01,alimentos,12.14,,105,22,15.6,267.08
VAREJO_05,2024-08-23,LOJA_02,PROD_10,utilidades,30.49,0,105,44,18.1,1341.56
VAREJO_05,2024-02-12,LOJA_02,PROD_07,limpeza,36.83,1,154,46,27.9,1694.18
VAREJO_05,2024-12-23,LOJA_03,PROD_05,higiene,23.4,1,148,57,27.1,1333.8
VAREJO_05,2024-11-29,LOJA_02,PROD_02,alimentos,17.61,0,145,49,25.2,862.89
VAREJO_05,2024-07-27,LOJA_01,PROD_02,alimentos,15.23,1,130,51,20.1,776.73
VAREJO_05,2024-03-25,LOJA_03,PROD_08,limpeza,56.19,0,117,33,24.4,1854.27
VAREJO_05,2024-09-11,LOJA_04,PROD_07,limpeza,41.7,0,178,46,24.0,1918.2
VAREJO_05,2024-05-23,LOJA_03,PROD_07,limpeza,34.51,1,127,36,18.4,1242.36
VAREJO_05,2024-06-22,LOJA_02,PROD_07,limpeza,41.33,,118,36,,1487.88
VAREJO_05,2024-10-24,LOJA_03,PROD_08,limpeza,54.0,0,177,43,27.0,2322.0
VAREJO_05,2024-06-05,LOJA_01,PROD_04,,10.63,1,109,32,21.2,340.16
VAREJO_05,2024-01-10,LOJA_04,PROD_10,utilidades,24.47,1,173,75,29.2,1835.25
VAREJO_05,2024-10-07,LOJA_04,PROD_08,limpeza,47.03,1,159,68,,3198.04
VAREJO_05,2024-09-29,LOJA_04,PROD_09,utilidades,23.04,0,,54,25.6,1244.16
VAREJO_05,2024-09-26,LOJA_04,PROD_02,alimentos,18.36,0,179,58,24.0,1064.88
VAREJO_05,2024-01-28,LOJA_01,PROD_10,,25.3,1,98,53,30.9,1340.9
VAREJO_05,2024-07-20,LOJA_03,PROD_02,alimentos,17.01,0,114,48,15.7,816.48
VAREJO_05,2024-11-01,LOJA_03,PROD_09,utilidades,21.7,0,154,49,25.0,
VAREJO_05,2024-02-12,LOJA_01,PROD_06,higiene,34.82,0,136,39,24.5,
VAREJO_05,2024-11-28,LOJA_04,PROD_05,higiene,28.73,0,151,49,31.6,1407.77
VAREJO_05,2024-08-09,LOJA_03,PROD_01,alimentos,12.03,0,161,32,17.0,384.96
VAREJO_05,2024-08-30,LOJA_02,PROD_10,utilidades,29.91,0,91,45,17.2,
VAREJO_05,2024-06-14,LOJA_03,PROD_04,bebidas,11.67,0,103,34,17.7,
VAREJO_05,2024-04-24,LOJA_02,PROD_04,bebidas,11.23,0,169,31,22.6,348.13
VAREJO_05,2024-11-07,LOJA_03,PROD_09,,21.92,0,106,51,28.4,
VAREJO_05,2024-05-30,LOJA_02,PROD_03,bebidas,6.17,1,98,42,18.6,259.14
VAREJO_05,2024-09-15,LOJA_04,PROD_05,higiene,23.9,1,167,74,23.2,1768.6
VAREJO_05,2024-01-14,LOJA_04,PROD_04,bebidas,11.25,0,139,57,28.9,641.25
VAREJO_05,2024-10-05,LOJA_03,PROD_09,utilidades,21.77,0,147,43,26.2,936.11
VAREJO_05,2024-07-28,LOJA_02,PROD_01,alimentos,12.15,,144,31,20.3,376.65
VAREJO_05,2024-06-24,LOJA_03,PROD_07,,36.05,,138,43,17.4,1550.15
VAREJO_05,2024-04-22,LOJA_04,PROD_08,limpeza,55.05,,102,40,23.6,2202.0
VAREJO_05,2024-03-06,LOJA_03,PROD_02,alimentos,17.56,0,90,44,,772.64
VAREJO_05,2024-02-19,LOJA_02,PROD_07,limpeza,41.47,,174,34,29.7,1409.98
VAREJO_05,2024-09-17,LOJA_02,PROD_10,utilidades,30.35,,161,46,21.2,1396.1
VAREJO_05,2024-01-04,LOJA_02,PROD_07,limpeza,42.09,0,168,36,30.7,1515.24
VAREJO_05,2024-10-26,LOJA_03,PROD_02,alimentos,,0,,58,27.3,1034.72
VAREJO_05,2024-09-10,LOJA_02,PROD_05,higiene,23.46,1,143,53,27.2,
VAREJO_05,2024-09-26,LOJA_02,PROD_03,bebidas,6.48,1,169,48,25.9,
VAREJO_05,2024-05-26,LOJA_02,PROD_02,alimentos,"14,59",,125,50,20.6,729.5
VAREJO_05,2024-05-15,LOJA_01,PROD_01,alimentos,12.4,0,128,20,,248.0
VAREJO_05,2024-07-04,LOJA_02,PROD_05,higiene,,1,155,41,16.2,980.72
VAREJO_05,2024-12-31,LOJA_02,PROD_03,bebidas,7.14,1,158,50,29.0,357.0
VAREJO_05,2024-04-04,LOJA_01,PROD_08,limpeza,47.86,1,99,36,22.1,1722.96
VAREJO_05,2024-02-14,LOJA_04,PROD_04,,8.96,1,122,69,27.9,618.24
VAREJO_05,2024-01-03,LOJA_04,PROD_02, ALIMENTOS ,18.25,0,122,53,26.3,967.25
VAREJO_05,2024-09-26,LOJA_04,PROD_05,higiene,28.58,0,173,49,25.1,1400.42
VAREJO_05,2024-03-25,LOJA_01,PROD_07,limpeza,43.33,0,144,18,24.2,779.94
VAREJO_05,2024-03-08,LOJA_01,PROD_08,limpeza,54.05,0,158,32,23.1,1729.6
VAREJO_05,2024-02-05,LOJA_01,PROD_07,limpeza,42.1,,95,26,,1094.6
VAREJO_05,2024-03-12,LOJA_03,PROD_03,bebidas,6.74,,93,37,25.1,249.38
VAREJO_05,2024-03-19,LOJA_01,PROD_08,limpeza,54.97,0,138,26,27.6,1429.22
VAREJO_05,2024-02-02,LOJA_03,PROD_03,bebidas,7.31,0,109,43,28.0,
VAREJO_05,2024-07-07,LOJA_02,PROD_06,higiene,35.2,0,153,42,20.1,1478.4
VAREJO_05,2024-04-12,LOJA_03,PROD_08,limpeza,54.6,0,134,29,23.2,1583.4
VAREJO_05,2024-09-05,LOJA_03,PROD_06,higiene,33.44,0,104,51,19.2,1705.44
VAREJO_05,2024-03-16,LOJA_04,PROD_03,bebidas,5.8,1,138,61,24.4,353.8
VAREJO_05,2024-09-15,LOJA_03,PROD_04,bebidas,11.28,0,139,49,23.9,552.72
VAREJO_05,2024-06-07,LOJA_02,PROD_02,alimentos,"17,63",0,141,28,15.8,493.64
VAREJO_05,2024-01-01,LOJA_01,PROD_09,utilidades,21.41,0,148,30,27.1,642.3
VAREJO_05,2024-10-20,LOJA_02,PROD_01,alimentos,10.69,1,137,54,26.2,577.26
VAREJO_05,2024-04-30,LOJA_02,PROD_01,alimentos,10.68,1,161,39,19.5,416.52
VAREJO_05,2024-03-20,LOJA_02,PROD_08,limpeza,55.09,0,98,28,27.2,1542.52
VAREJO_05,2024-02-17,LOJA_02,PROD_04,bebidas,11.17,0,143,45,27.2,502.65
VAREJO_05,2024-01-29,LOJA_02,PROD_05,higiene,27.81,0,92,39,29.3,1084.59
VAREJO_05,2024-07-03,LOJA_03,PROD_08,limpeza,47.99,1,116,51,17.9,
VAREJO_05,2024-02-28,LOJA_04,PROD_07,limpeza,,1,145,53,26.9,1905.35
VAREJO_05,2024-12-26,LOJA_01,PROD_05,higiene,28.62,0,102,37,32.3,1058.94
VAREJO_05,27/01/2024,LOJA_02,PROD_08,limpeza,54.39,0,171,45,30.7,2447.55
VAREJO_05,2024-09-23,LOJA_01,PROD_05,higiene,27.47,nao,146,35,22.1,961.45
VAREJO_05,2024-04-23,LOJA_03,PROD_06,higiene,28.95,1,161,57,23.4,1650.15
VAREJO_05,2024-07-29,LOJA_01,PROD_10,utilidades,,0,103,40,18.4,1221.6
VAREJO_05,2024-05-08,LOJA_02,PROD_05,higiene,28.08,0,134,23,22.1,645.84
VAREJO_05,2024-07-17,LOJA_02,PROD_08,limpeza,55.02,0,98,29,18.7,1595.58
VAREJO_05,2024-10-01,LOJA_04,PROD_02,alimentos,18.94,0,109,47,,890.18
VAREJO_05,2024-05-11,LOJA_02,PROD_03,bebidas,5.36,0,123,27,15.4,144.72
VAREJO_05,2024-01-31,LOJA_01,PROD_01,alimentos,10.31,1,101,47,30.6,484.57
VAREJO_05,2024-01-30,LOJA_02,PROD_04,bebidas,10.15,1,175,56,,568.4
VAREJO_05,2024-11-18,LOJA_02,PROD_10,utilidades,26.28,1,90,55,28.8,1445.4
VAREJO_05,2024-06-06,LOJA_02,PROD_07,limpeza,,0,162,22,18.9,944.46
VAREJO_05,17/12/2024,LOJA_02,PROD_08,limpeza,55.01,0,99,40,31.7,
VAREJO_05,2024-03-10,LOJA_03,PROD_03,bebidas,,0,137,42,27.0,301.14
VAREJO_05,2024-01-27,LOJA_04,PROD_04,bebidas,11.17,0,116,60,27.9,670.2
VAREJO_05,2024-01-06,LOJA_04,PROD_07,limpeza,43.25,0,99,50,27.7,2162.5
VAREJO_05,2024-03-12,LOJA_04,PROD_10,,26.82,1,127,65,24.4,1743.3
VAREJO_05,2024-08-18,LOJA_03,PROD_06,higiene,35.95,0,170,53,18.8,1905.35
VAREJO_05,2024-03-14,LOJA_04,PROD_05,higiene,28.83,0,146,36,,1037.88
VAREJO_05,2024-10-23,LOJA_04,PROD_01,alimentos,11.41,0,,57,28.0,650.37
VAREJO_05,2024-01-16,LOJA_02,PROD_02,alimentos,17.18,0,92,53,30.8,910.54
VAREJO_05,2024-03-25,LOJA_04,PROD_06,higiene,,0,154,42,22.3,1509.06
VAREJO_05,02/03/2024,LOJA_03,PROD_09,utilidades,,1,130,62,28.7,1171.8
VAREJO_05,2024-02-17,LOJA_03,PROD_09,utilidades,23.05,,147,51,26.6,1175.55
VAREJO_05,2024-04-14,LOJA_01,PROD_08,limpeza,55.04,0,153,28,,1541.12
VAREJO_05,2024-01-17,LOJA_01,PROD_10,utilidades,29.78,0,140,43,29.5,1280.54
VAREJO_05,2024-07-03,LOJA_01,PROD_03,bebidas,5.56,1,126,33,18.8,183.48
VAREJO_05,2024-08-13,LOJA_03,PROD_03,bebidas,7.19,0,139,43,18.9,309.17
VAREJO_05,2024-06-27,LOJA_01,PROD_03,bebidas,6.82,1,122,35,16.5,238.7
VAREJO_05,2024-05-23,LOJA_01,PROD_01,alimentos,11.81,0,115,17,20.2,200.77
VAREJO_05,2024-10-19,LOJA_01,PROD_03,bebidas,7.53,0,95,36,23.2,271.08
VAREJO_05,2024-07-07,LOJA_02,PROD_04,bebidas,8.42,1,100,60,18.3,505.2
VAREJO_05,2024-04-05,LOJA_01,PROD_07,limpeza,41.72,0,139,17,23.1,709.24
VAREJO_05,2024-03-11,LOJA_01,PROD_08,limpeza,54.62,0,132,30,27.9,1638.6
VAREJO_05,2024-11-20,LOJA_04,PROD_06,higiene,35.99,0,159,52,27.4,1871.48
VAREJO_05,2024-12-13,LOJA_03,PROD_03,bebidas,,0,156,41,31.2,330.46
VAREJO_05,2024-06-25,LOJA_02,PROD_04,bebidas,10.57,0,168,35,17.3,
VAREJO_05,2024-10-14,LOJA_04,PROD_07,limpeza,41.85,0,106,45,25.8,1883.25
VAREJO_05,2024-09-29,LOJA_01,PROD_07,limpeza,36.56,1,146,56,23.9,2047.36
VAREJO_05,2024-06-19,LOJA_02,PROD_08,limpeza,55.19,0,133,36,19.4,1986.84
VAREJO_05,2024-10-31,LOJA_03,PROD_05,higiene,26.85,0,,41,30.2,1100.85
VAREJO_05,2024-03-20,LOJA_01,PROD_06,higiene,30.73,1,,38,25.1,1167.74
VAREJO_05,2024-09-16,LOJA_03,PROD_04,bebidas,11.35,0,90,45,21.4,510.75
VAREJO_05,2024-12-27,LOJA_01,PROD_08,limpeza,47.86,1,174,46,30.8,2201.56
VAREJO_05,2024-09-27,LOJA_04,PROD_01,alimentos,10.98,0,125,56,24.4,614.88
VAREJO_05,2024-03-02,LOJA_04,PROD_01,alimentos,11.93,0,127,59,30.5,703.87
VAREJO_05,2024-11-10,LOJA_01,PROD_07,limpeza,42.86,0,92,38,27.2,1628.68
VAREJO_05,2024-09-25,LOJA_01,PROD_08,limpeza,46.37,1,146,52,26.8,2411.24
VAREJO_05,2024-11-27,LOJA_04,PROD_01,alimentos,,0,,52,27.6,584.48
VAREJO_05,13/04/2024,LOJA_01,PROD_03,bebidas,6.73,0,135,26,24.0,174.98
VAREJO_05,2024-07-21,LOJA_01,PROD_10,utilidades,29.08,0,110,40,17.0,
VAREJO_05,2024-01-30,LOJA_04,PROD_10,utilidades,29.65,,92,58,28.7,1719.7
VAREJO_05,2024-12-21,LOJA_04,PROD_08,limpeza,47.66,1,175,69,30.9,3288.54
VAREJO_05,2024-01-02,LOJA_01,PROD_01,alimentos,11.18,0,174,41,32.5,458.38
VAREJO_05,2024-03-01,LOJA_04,PROD_05,higiene,27.48,0,126,50,24.6,1374.0
VAREJO_05,2024-09-06,LOJA_02,PROD_03,bebidas,7.16,0,113,39,21.5,279.24
VAREJO_05,2024-03-30,LOJA_01,PROD_05,higiene,24.41,1,129,47,22.8,1147.27
VAREJO_05,2024-10-30,LOJA_01,PROD_07,limpeza,41.75,nao,136,29,27.3,1210.75
VAREJO_05,2024-08-03,LOJA_02,PROD_05,higiene,27.83,0,100,36,18.9,1001.88
VAREJO_05,2024-07-16,LOJA_03,PROD_05,higiene,28.51,,92,33,16.1,940.83
VAREJO_05,2024-08-04,LOJA_04,PROD_03,bebidas,6.39,0,,52,17.3,
VAREJO_05,2024-08-17,LOJA_03,PROD_05,higiene,28.16,0,114,48,18.8,1351.68
VAREJO_05,2024-04-11,LOJA_02,PROD_03,bebidas,6.96,0,153,20,24.3,139.2
VAREJO_05,2024-09-18,LOJA_04,PROD_08,limpeza,-99.00,1,152,61,24.4,2870.05
VAREJO_05,2024-04-05,LOJA_02,PROD_05,higiene,23.79,1,133,42,20.7,
VAREJO_05,2024-09-09,LOJA_04,PROD_05,higiene,28.32,0,161,54,23.0,1529.28
VAREJO_05,2024-07-27,LOJA_02,PROD_10,utilidades,29.3,0,110,41,19.4,1201.3
VAREJO_05,2024-06-26,LOJA_02,PROD_06,higiene,34.32,0,109,36,19.1,1235.52
VAREJO_05,2024-12-15,LOJA_02,PROD_06,higiene,35.89,0,142,49,32.0,1758.61
VAREJO_05,2024-01-23,LOJA_03,PROD_03,bebidas,7.15,0,155,42,31.1,300.3
VAREJO_05,2024-06-19,LOJA_03,PROD_04,bebidas,8.54,1,,61,16.8,520.94
VAREJO_05,2024-10-29,LOJA_01,PROD_08,limpeza,53.8,0,163,44,27.3,2367.2
VAREJO_05,2024-11-11,LOJA_01,PROD_07,limpeza,41.84,0,92,24,27.7,1004.16
VAREJO_05,2024-12-29,LOJA_02,PROD_07,limpeza,41.74,,171,29,29.3,1210.46
VAREJO_05,2024-06-03,LOJA_04,PROD_10,utilidades,25.6,1,134,62,18.1,1587.2
VAREJO_05,2024-01-12,LOJA_02,PROD_05,higiene,,,154,50,29.9,1217.0
VAREJO_05,2024-09-24,LOJA_03,PROD_09,utilidades,22.19,0,163,49,,1087.31
VAREJO_05,2024-09-14,LOJA_02,PROD_06,higiene,34.89,0,163,48,20.7,
VAREJO_05,2024-01-31,LOJA_02,PROD_06, HIGIENE ,35.28,nao,90,38,32.2,1340.64
VAREJO_05,21/08/2024,LOJA_03,PROD_03,bebidas,6.25,1,178,54,20.5,337.5
VAREJO_05,2024-05-18,LOJA_01,PROD_04,bebidas,9.36,0,150,33,15.3,308.88
VAREJO_05,2024-08-14,LOJA_03,PROD_05,higiene,28.47,0,173,42,21.1,1195.74
VAREJO_05,2024-02-27,LOJA_03,PROD_09,utilidades,22.48,0,176,47,26.2,1056.56
VAREJO_05,2024-03-26,LOJA_03,PROD_10,,30.7,0,153,43,22.9,1320.1
VAREJO_05,2024-03-05,LOJA_03,PROD_05,higiene,28.27,0,92,44,27.2,1243.88
VAREJO_05,2024-03-23,LOJA_04,PROD_03,bebidas,8.66,0,,42,24.0,363.72
VAREJO_05,2024-10-17,LOJA_04,PROD_01,alimentos,10.8,1,103,72,27.1,777.6
VAREJO_05,2024-08-17,LOJA_04,PROD_04,bebidas,12.2,0,,51,17.7,622.2
VAREJO_05,2024-08-28,LOJA_02,PROD_02,alimentos,18.3,,167,44,,805.2
VAREJO_05,2024-03-23,LOJA_01,PROD_09,utilidades,18.88,1,124,49,22.9,925.12
